id,customer_id,datetime
74,49,2016-10-30 14:24:03
75,12,2016-10-30 14:32:26
76,28,2016-10-30 14:32:49
77,19,2016-10-30 14:35:36
78,94,2016-10-30 14:42:29
79,85,2016-10-30 14:45:44
80,38,2016-10-30 14:48:40
81,53,2016-10-31 08:28:31
82,88,2016-10-31 08:47:05
83,4,2016-10-31 08:57:47
84,65,2016-10-31 09:04:06
85,78,2016-10-31 09:10:09
86,116,2016-10-31 09:11:08
87,22,2016-10-31 09:12:56
88,67,2016-10-31 09:16:01
89,100,2016-10-31 09:19:41
90,61,2016-10-31 09:20:12
91,49,2016-10-31 09:22:48
92,47,2016-10-31 09:27:11
93,58,2016-10-31 09:29:23
94,79,2016-10-31 09:39:09
95,39,2016-10-31 09:43:37
96,13,2016-10-31 09:46:48
97,76,2016-10-31 09:51:11
98,118,2016-10-31 09:52:22
99,80,2016-10-31 09:56:37
100,81,2016-10-31 09:58:06
101,70,2016-10-31 10:04:02
102,32,2016-10-31 10:04:44
103,33,2016-10-31 10:07:40
104,41,2016-10-31 10:12:48
105,77,2016-10-31 10:21:29
106,83,2016-10-31 10:24:21
107,46,2016-10-31 10:27:30
108,69,2016-10-31 10:31:05
109,69,2016-10-31 10:35:23
110,85,2016-10-31 10:36:37
111,25,2016-10-31 10:38:09
112,118,2016-10-31 10:59:17
113,12,2016-10-31 11:02:37
114,20,2016-10-31 11:05:45
115,99,2016-10-31 11:08:53
116,37,2016-10-31 11:11:01
117,42,2016-10-31 11:13:08
118,84,2016-10-31 11:18:29
119,84,2016-10-31 11:25:56
120,108,2016-10-31 11:29:01
121,63,2016-10-31 11:30:59
122,108,2016-10-31 11:37:30
123,22,2016-10-31 11:42:05
124,81,2016-10-31 11:43:10
125,29,2016-10-31 11:47:18
126,62,2016-10-31 11:52:43
127,42,2016-10-31 11:53:11
128,49,2016-10-31 11:55:00
129,35,2016-10-31 11:59:23
130,18,2016-10-31 12:03:12
131,40,2016-10-31 12:08:28
132,117,2016-10-31 12:14:20
133,106,2016-10-31 12:16:32
134,95,2016-10-31 12:19:37
135,26,2016-10-31 12:20:21
136,112,2016-10-31 12:27:41
137,115,2016-10-31 12:37:07
138,13,2016-10-31 12:43:35
139,102,2016-10-31 12:50:57
140,31,2016-10-31 12:53:33
141,103,2016-10-31 12:54:28
142,102,2016-10-31 12:56:47
143,119,2016-10-31 12:59:08
144,64,2016-10-31 13:02:11
145,64,2016-10-31 13:05:49
146,51,2016-10-31 13:08:30
147,28,2016-10-31 13:09:31
148,38,2016-10-31 13:21:17
149,86,2016-10-31 13:26:03
150,36,2016-10-31 13:31:33
151,69,2016-10-31 13:50:17
152,31,2016-10-31 13:51:18
153,75,2016-10-31 13:55:22
154,26,2016-10-31 14:00:21
155,101,2016-10-31 14:01:30
156,114,2016-10-31 14:04:16
157,65,2016-10-31 14:05:07
158,120,2016-10-31 14:20:29
159,93,2016-10-31 14:22:31
160,25,2016-10-31 14:35:27
161,105,2016-10-31 14:42:34
162,70,2016-10-31 14:44:48
163,84,2016-10-31 14:47:16
164,43,2016-10-31 14:47:36
165,40,2016-10-31 14:48:49
166,60,2016-10-31 14:49:28
167,84,2016-10-31 14:50:42
168,106,2016-10-31 14:56:25
169,62,2016-10-31 15:05:17
170,7,2016-10-31 15:16:49
171,52,2016-10-31 15:20:16
172,4,2016-10-31 17:06:47
173,55,2016-10-31 17:08:09
174,28,2016-10-31 17:40:21
175,71,2016-10-31 17:49:42
176,92,2016-10-31 18:22:24
178,18,2016-11-01 07:51:20
179,75,2016-11-01 08:20:50
180,11,2016-11-01 08:22:28
181,73,2016-11-01 08:45:20
182,108,2016-11-01 09:07:47
183,25,2016-11-01 09:09:26
184,114,2016-11-01 09:26:03
185,50,2016-11-01 09:29:25
186,75,2016-11-01 09:43:13
187,117,2016-11-01 10:02:27
188,109,2016-11-01 10:04:05
189,83,2016-11-01 10:29:02
190,8,2016-11-01 10:34:53
191,12,2016-11-01 10:50:50
192,104,2016-11-01 10:56:08
193,66,2016-11-01 11:00:48
194,74,2016-11-01 11:04:36
195,21,2016-11-01 11:06:09
196,33,2016-11-01 11:08:18
197,25,2016-11-01 11:10:11
198,78,2016-11-01 11:11:58
199,9,2016-11-01 11:13:20
200,4,2016-11-01 11:16:30
201,106,2016-11-01 11:22:36
202,23,2016-11-01 11:23:19
203,56,2016-11-01 11:25:53
204,95,2016-11-01 11:30:00
205,120,2016-11-01 11:49:31
206,46,2016-11-01 11:54:17
207,60,2016-11-01 12:03:37
208,35,2016-11-01 12:10:09
209,36,2016-11-01 12:10:38
210,11,2016-11-01 12:12:26
211,37,2016-11-01 12:15:36
212,115,2016-11-01 12:20:30
213,90,2016-11-01 12:22:04
214,29,2016-11-01 12:26:43
215,88,2016-11-01 12:30:30
216,78,2016-11-01 12:31:30
217,32,2016-11-01 12:33:31
218,39,2016-11-01 12:37:29
219,72,2016-11-01 12:41:16
220,72,2016-11-01 12:49:16
221,29,2016-11-01 12:53:18
222,14,2016-11-01 13:08:46
223,15,2016-11-01 13:11:34
224,98,2016-11-01 13:15:08
225,67,2016-11-01 13:19:00
226,93,2016-11-01 13:21:52
227,10,2016-11-01 13:31:35
228,98,2016-11-01 13:33:54
229,111,2016-11-01 13:37:48
230,6,2016-11-01 13:41:53
231,33,2016-11-01 13:45:21
232,99,2016-11-01 14:10:03
233,67,2016-11-01 14:13:26
234,115,2016-11-01 14:14:01
235,109,2016-11-01 14:18:52
236,5,2016-11-01 14:22:07
237,79,2016-11-01 14:25:14
238,29,2016-11-01 14:37:16
239,50,2016-11-01 14:37:26
240,14,2016-11-01 14:42:31
241,116,2016-11-01 14:54:33
242,54,2016-11-01 15:02:23
243,83,2016-11-01 15:18:43
244,101,2016-11-01 15:33:18
245,87,2016-11-01 15:37:30
246,110,2016-11-01 15:48:44
247,14,2016-11-01 16:07:11
248,84,2016-11-01 16:08:22
249,82,2016-11-01 16:10:03
250,26,2016-11-01 16:10:42
251,37,2016-11-01 16:26:55
252,11,2016-11-01 16:28:57
253,100,2016-11-01 17:46:13
254,18,2016-11-01 18:43:55
255,69,2016-11-02 08:02:20
256,13,2016-11-02 08:05:03
257,89,2016-11-02 08:07:05
258,118,2016-11-02 08:08:45
259,15,2016-11-02 08:11:35
260,26,2016-11-02 08:12:03
261,58,2016-11-02 08:12:51
262,102,2016-11-02 08:29:04
263,119,2016-11-02 08:53:32
264,5,2016-11-02 09:02:24
265,98,2016-11-02 09:03:13
266,110,2016-11-02 09:05:25
267,103,2016-11-02 09:18:53
268,120,2016-11-02 09:22:47
269,40,2016-11-02 09:25:31
270,41,2016-11-02 09:27:58
271,80,2016-11-02 09:33:47
272,105,2016-11-02 09:35:10
274,64,2016-11-02 09:52:58
275,13,2016-11-02 09:53:28
276,50,2016-11-02 09:54:47
277,93,2016-11-02 10:12:15
278,6,2016-11-02 10:13:27
279,12,2016-11-02 10:15:48
280,67,2016-11-02 10:17:22
281,48,2016-11-02 10:29:56
282,24,2016-11-02 10:37:45
283,73,2016-11-02 10:44:50
284,54,2016-11-02 10:48:08
285,97,2016-11-02 10:52:20
286,33,2016-11-02 10:53:48
287,37,2016-11-02 10:56:40
288,106,2016-11-02 10:59:16
289,53,2016-11-02 11:00:57
290,112,2016-11-02 11:03:49
291,106,2016-11-02 11:04:47
292,100,2016-11-02 11:15:13
293,36,2016-11-02 11:29:15
294,54,2016-11-02 11:35:36
295,59,2016-11-02 11:39:45
296,78,2016-11-02 11:58:42
297,75,2016-11-02 12:06:51
298,54,2016-11-02 12:11:56
299,78,2016-11-02 12:14:15
300,112,2016-11-02 12:18:15
301,86,2016-11-02 12:24:06
302,105,2016-11-02 12:27:31
303,53,2016-11-02 12:30:42
304,101,2016-11-02 12:33:51
305,82,2016-11-02 12:35:41
306,36,2016-11-02 12:39:02
307,77,2016-11-02 12:52:44
308,14,2016-11-02 12:54:49
309,61,2016-11-02 12:56:40
310,91,2016-11-02 13:02:57
311,26,2016-11-02 13:09:40
312,26,2016-11-02 13:11:57
313,102,2016-11-02 13:12:44
314,103,2016-11-02 13:16:48
316,17,2016-11-02 13:23:56
317,6,2016-11-02 13:42:15
318,58,2016-11-02 13:46:42
319,64,2016-11-02 13:50:59
320,74,2016-11-02 13:58:39
321,4,2016-11-02 14:00:37
322,71,2016-11-02 14:01:20
323,92,2016-11-02 14:05:20
324,72,2016-11-02 14:11:14
325,31,2016-11-02 14:11:50
326,53,2016-11-02 14:34:44
327,54,2016-11-02 15:03:25
328,71,2016-11-02 15:25:57
329,12,2016-11-02 15:33:54
330,3,2016-11-02 15:46:22
331,100,2016-11-02 15:57:42
332,20,2016-11-02 16:25:49
333,86,2016-11-02 16:54:35
334,98,2016-11-02 17:01:56
335,75,2016-11-02 17:41:01
336,13,2016-11-02 18:08:40
337,100,2016-11-02 18:13:04
338,113,2016-11-02 18:19:43
339,105,2016-11-02 18:40:02
340,42,2016-11-03 07:46:50
341,114,2016-11-03 07:50:50
342,45,2016-11-03 08:01:08
343,17,2016-11-03 08:07:16
344,58,2016-11-03 08:08:26
345,50,2016-11-03 08:09:59
346,93,2016-11-03 08:15:21
347,23,2016-11-03 08:40:43
348,20,2016-11-03 08:49:23
349,115,2016-11-03 08:54:40
350,17,2016-11-03 09:00:24
351,17,2016-11-03 09:02:32
352,48,2016-11-03 09:06:17
353,8,2016-11-03 09:08:32
354,90,2016-11-03 09:13:37
355,66,2016-11-03 09:19:54
356,33,2016-11-03 09:24:38
357,65,2016-11-03 09:31:19
358,3,2016-11-03 09:34:00
359,115,2016-11-03 09:34:56
360,33,2016-11-03 09:44:36
361,112,2016-11-03 09:45:20
363,26,2016-11-03 09:57:55
364,105,2016-11-03 09:59:18
365,57,2016-11-03 10:01:12
366,78,2016-11-03 10:04:37
367,38,2016-11-03 10:10:26
368,82,2016-11-03 10:13:05
369,43,2016-11-03 10:26:03
370,61,2016-11-03 10:27:05
371,84,2016-11-03 10:39:12
372,95,2016-11-03 10:48:46
373,99,2016-11-03 11:03:49
374,16,2016-11-03 11:05:44
375,67,2016-11-03 11:15:14
376,31,2016-11-03 11:20:31
377,52,2016-11-03 11:23:16
378,119,2016-11-03 11:31:01
379,119,2016-11-03 11:47:18
380,84,2016-11-03 11:51:52
381,107,2016-11-03 11:53:09
382,105,2016-11-03 12:01:18
383,65,2016-11-03 12:02:49
384,32,2016-11-03 12:05:25
385,59,2016-11-03 12:07:24
386,51,2016-11-03 12:12:03
387,1,2016-11-03 12:16:15
388,31,2016-11-03 12:23:47
389,86,2016-11-03 12:37:58
390,115,2016-11-03 12:47:09
391,35,2016-11-03 13:02:37
392,20,2016-11-03 13:19:57
393,13,2016-11-03 13:30:57
394,58,2016-11-03 13:35:48
395,52,2016-11-03 13:36:09
396,73,2016-11-03 13:37:53
397,85,2016-11-03 13:41:42
398,99,2016-11-03 14:00:26
399,68,2016-11-03 14:03:07
400,28,2016-11-03 14:09:44
401,33,2016-11-03 14:14:56
402,111,2016-11-03 14:16:50
403,66,2016-11-03 14:26:27
404,15,2016-11-03 14:40:15
405,87,2016-11-03 14:41:13
406,106,2016-11-03 14:48:35
407,5,2016-11-03 14:51:45
408,74,2016-11-03 15:00:24
409,20,2016-11-03 15:01:52
410,72,2016-11-03 15:06:48
411,117,2016-11-03 15:19:41
412,38,2016-11-03 15:23:33
413,6,2016-11-03 15:27:03
414,70,2016-11-03 15:33:17
415,89,2016-11-03 15:33:40
416,88,2016-11-03 15:40:11
417,99,2016-11-03 15:41:18
418,94,2016-11-03 15:42:41
419,7,2016-11-03 15:55:46
420,7,2016-11-03 15:59:29
421,71,2016-11-03 16:06:19
422,52,2016-11-03 16:10:01
423,20,2016-11-03 16:17:24
424,16,2016-11-03 16:28:32
425,64,2016-11-03 16:42:40
426,23,2016-11-03 17:15:20
427,118,2016-11-03 17:25:09
428,81,2016-11-03 17:29:00
429,4,2016-11-03 17:32:25
430,35,2016-11-03 17:40:05
431,118,2016-11-03 17:45:07
432,108,2016-11-03 18:07:31
433,30,2016-11-03 18:08:19
435,64,2016-11-03 18:51:13
436,22,2016-11-03 19:00:19
437,8,2016-11-04 07:32:33
438,2,2016-11-04 08:34:28
439,17,2016-11-04 08:36:49
440,24,2016-11-04 08:40:07
441,78,2016-11-04 08:45:42
442,93,2016-11-04 08:53:11
443,10,2016-11-04 09:02:15
444,68,2016-11-04 09:05:15
445,112,2016-11-04 09:07:34
446,30,2016-11-04 09:08:17
447,93,2016-11-04 09:09:54
448,115,2016-11-04 09:11:33
449,7,2016-11-04 09:13:17
450,3,2016-11-04 09:14:38
451,5,2016-11-04 09:22:21
452,49,2016-11-04 09:23:35
453,65,2016-11-04 09:24:29
454,77,2016-11-04 09:29:16
455,11,2016-11-04 09:30:11
456,82,2016-11-04 09:38:45
457,70,2016-11-04 09:40:56
458,115,2016-11-04 09:52:19
459,66,2016-11-04 09:55:18
460,46,2016-11-04 10:01:40
461,82,2016-11-04 10:01:57
462,113,2016-11-04 10:10:37
463,106,2016-11-04 10:14:10
464,94,2016-11-04 10:24:15
465,36,2016-11-04 10:25:24
466,111,2016-11-04 10:35:23
467,54,2016-11-04 10:36:59
468,20,2016-11-04 10:41:46
469,113,2016-11-04 10:48:39
470,7,2016-11-04 10:51:01
471,23,2016-11-04 10:54:43
473,52,2016-11-04 11:00:57
474,44,2016-11-04 11:06:54
475,83,2016-11-04 11:10:13
476,55,2016-11-04 11:12:22
477,100,2016-11-04 11:13:28
478,33,2016-11-04 11:17:35
479,89,2016-11-04 11:25:41
480,61,2016-11-04 11:33:11
481,57,2016-11-04 11:36:07
482,51,2016-11-04 11:42:12
483,61,2016-11-04 12:09:05
484,17,2016-11-04 12:13:14
485,91,2016-11-04 12:17:15
486,88,2016-11-04 12:34:45
487,44,2016-11-04 12:45:42
488,74,2016-11-04 12:51:54
489,95,2016-11-04 12:54:15
490,25,2016-11-04 12:56:51
491,18,2016-11-04 13:01:38
492,18,2016-11-04 13:04:40
493,95,2016-11-04 13:15:24
494,14,2016-11-04 13:39:44
495,57,2016-11-04 13:55:51
497,79,2016-11-04 14:04:31
498,108,2016-11-04 14:16:07
499,92,2016-11-04 14:17:39
500,57,2016-11-04 14:24:36
501,94,2016-11-04 14:30:08
502,20,2016-11-04 14:49:02
503,105,2016-11-04 14:51:22
504,7,2016-11-04 15:18:24
505,36,2016-11-04 15:20:23
506,120,2016-11-04 15:31:51
507,112,2016-11-04 15:35:06
508,20,2016-11-04 15:35:49
509,115,2016-11-04 15:36:38
510,2,2016-11-04 15:37:02
511,72,2016-11-04 15:38:27
512,46,2016-11-04 15:39:57
513,32,2016-11-04 15:41:06
514,68,2016-11-04 15:51:24
515,18,2016-11-04 15:57:56
516,94,2016-11-04 16:04:23
517,102,2016-11-04 16:14:01
518,13,2016-11-04 16:56:18
519,101,2016-11-04 17:52:34
520,96,2016-11-04 17:58:43
521,9,2016-11-04 18:48:37
522,18,2016-11-04 19:02:45
523,2,2016-11-04 20:00:47
524,80,2016-11-05 08:29:32
525,107,2016-11-05 08:32:12
526,19,2016-11-05 08:36:10
527,79,2016-11-05 08:39:13
528,22,2016-11-05 08:42:16
529,25,2016-11-05 08:50:09
530,18,2016-11-05 08:51:08
531,80,2016-11-05 08:53:55
532,103,2016-11-05 08:57:49
533,108,2016-11-05 09:00:47
534,22,2016-11-05 09:03:58
535,23,2016-11-05 09:09:16
536,37,2016-11-05 09:10:36
537,75,2016-11-05 09:18:53
538,3,2016-11-05 09:19:59
539,27,2016-11-05 09:26:27
540,97,2016-11-05 09:27:36
541,9,2016-11-05 09:33:49
542,1,2016-11-05 09:34:43
543,4,2016-11-05 09:36:48
544,56,2016-11-05 09:40:12
545,46,2016-11-05 09:41:44
546,107,2016-11-05 09:43:52
547,29,2016-11-05 09:47:53
548,105,2016-11-05 10:01:24
549,46,2016-11-05 10:07:32
550,29,2016-11-05 10:14:02
551,90,2016-11-05 10:17:23
552,64,2016-11-05 10:19:59
553,37,2016-11-05 10:20:46
554,76,2016-11-05 10:23:02
555,110,2016-11-05 10:24:34
556,115,2016-11-05 10:26:16
557,16,2016-11-05 10:29:41
558,87,2016-11-05 10:32:09
559,36,2016-11-05 10:33:20
560,4,2016-11-05 10:35:12
562,53,2016-11-05 10:38:58
563,41,2016-11-05 10:40:35
564,47,2016-11-05 10:43:10
565,55,2016-11-05 10:44:58
566,22,2016-11-05 10:52:09
567,62,2016-11-05 10:53:49
568,70,2016-11-05 10:57:31
569,104,2016-11-05 11:03:33
570,25,2016-11-05 11:07:57
571,104,2016-11-05 11:14:43
572,93,2016-11-05 11:20:07
573,35,2016-11-05 11:20:30
574,98,2016-11-05 11:21:31
575,52,2016-11-05 11:22:49
576,26,2016-11-05 11:24:17
577,17,2016-11-05 11:26:56
578,108,2016-11-05 11:31:33
579,16,2016-11-05 11:34:15
580,35,2016-11-05 11:35:46
581,53,2016-11-05 11:37:53
583,58,2016-11-05 11:49:10
584,99,2016-11-05 11:49:56
585,39,2016-11-05 11:50:54
586,69,2016-11-05 11:53:38
587,120,2016-11-05 11:56:57
588,14,2016-11-05 11:58:21
589,32,2016-11-05 12:14:47
590,63,2016-11-05 12:15:45
591,31,2016-11-05 12:18:04
592,77,2016-11-05 12:19:48
593,71,2016-11-05 12:22:00
594,87,2016-11-05 12:27:50
595,87,2016-11-05 12:31:46
596,118,2016-11-05 12:35:28
597,108,2016-11-05 12:37:20
598,87,2016-11-05 12:44:11
599,77,2016-11-05 12:46:04
600,55,2016-11-05 12:52:29
601,66,2016-11-05 12:57:51
602,103,2016-11-05 12:58:46
603,55,2016-11-05 13:01:28
604,52,2016-11-05 13:03:55
605,77,2016-11-05 13:05:23
606,65,2016-11-05 13:12:16
608,10,2016-11-05 13:23:34
609,54,2016-11-05 13:25:20
610,34,2016-11-05 13:27:11
611,97,2016-11-05 13:29:26
612,1,2016-11-05 13:31:32
613,6,2016-11-05 13:43:24
615,74,2016-11-05 13:45:35
616,10,2016-11-05 13:57:58
617,1,2016-11-05 14:03:14
618,16,2016-11-05 14:08:03
620,17,2016-11-05 14:12:41
621,116,2016-11-05 14:14:11
622,104,2016-11-05 14:32:52
623,70,2016-11-05 14:48:55
624,96,2016-11-05 14:49:57
625,117,2016-11-05 15:14:47
626,115,2016-11-05 15:17:20
627,74,2016-11-05 15:18:59
628,94,2016-11-05 15:21:16
629,103,2016-11-05 15:24:18
630,4,2016-11-05 15:36:57
631,16,2016-11-05 15:40:12
632,5,2016-11-05 15:43:51
633,34,2016-11-05 15:45:29
634,28,2016-11-05 15:46:54
635,92,2016-11-05 15:53:52
636,1,2016-11-05 15:56:06
637,99,2016-11-05 16:00:53
638,92,2016-11-05 16:04:24
639,27,2016-11-05 16:05:47
640,110,2016-11-05 16:12:04
641,17,2016-11-05 16:20:37
642,118,2016-11-05 16:20:45
643,101,2016-11-05 16:33:28
644,118,2016-11-05 16:37:10
645,74,2016-11-05 16:43:30
646,12,2016-11-05 16:45:21
647,119,2016-11-05 18:45:24
648,118,2016-11-06 09:17:36
650,111,2016-11-06 09:42:55
651,16,2016-11-06 09:56:06
652,87,2016-11-06 10:09:41
653,77,2016-11-06 10:11:49
654,32,2016-11-06 10:12:09
655,100,2016-11-06 10:14:22
656,14,2016-11-06 10:15:14
657,119,2016-11-06 10:18:08
658,114,2016-11-06 10:21:51
659,105,2016-11-06 10:24:23
660,30,2016-11-06 10:43:58
661,107,2016-11-06 10:45:59
662,21,2016-11-06 10:49:53
663,82,2016-11-06 10:54:06
664,40,2016-11-06 10:56:49
665,96,2016-11-06 10:58:14
666,8,2016-11-06 11:02:43
667,79,2016-11-06 11:06:26
668,84,2016-11-06 11:07:51
669,66,2016-11-06 11:09:23
670,18,2016-11-06 11:11:13
671,4,2016-11-06 11:14:18
672,29,2016-11-06 11:16:02
673,86,2016-11-06 11:17:47
674,118,2016-11-06 11:19:02
675,20,2016-11-06 11:20:27
676,29,2016-11-06 11:21:18
677,6,2016-11-06 11:22:40
678,91,2016-11-06 11:24:38
680,7,2016-11-06 11:33:18
681,96,2016-11-06 11:35:49
682,104,2016-11-06 11:42:26
683,115,2016-11-06 11:43:40
684,111,2016-11-06 11:47:12
685,23,2016-11-06 11:55:10
686,32,2016-11-06 11:57:28
687,24,2016-11-06 12:04:08
688,4,2016-11-06 12:07:19
689,16,2016-11-06 12:11:20
690,119,2016-11-06 12:19:31
691,48,2016-11-06 12:22:28
692,116,2016-11-06 12:23:34
693,87,2016-11-06 12:31:44
695,4,2016-11-06 12:38:33
696,61,2016-11-06 12:39:03
697,63,2016-11-06 12:39:57
698,4,2016-11-06 12:42:42
699,105,2016-11-06 12:50:29
700,90,2016-11-06 12:53:15
701,27,2016-11-06 12:57:40
702,119,2016-11-06 12:58:12
703,75,2016-11-06 13:14:44
704,83,2016-11-06 13:28:44
705,9,2016-11-06 13:29:28
706,8,2016-11-06 13:31:34
707,58,2016-11-06 13:45:10
708,100,2016-11-06 13:47:12
709,50,2016-11-06 13:50:28
710,50,2016-11-06 13:57:57
711,40,2016-11-06 14:00:33
712,31,2016-11-06 14:10:19
713,1,2016-11-06 14:17:10
714,6,2016-11-06 14:37:39
715,99,2016-11-06 14:44:24
716,12,2016-11-06 14:50:44
717,47,2016-11-06 14:53:44
718,84,2016-11-06 14:54:24
719,28,2016-11-06 14:55:50
720,36,2016-11-06 14:56:49
721,93,2016-11-06 15:04:15
722,74,2016-11-06 15:12:51
723,40,2016-11-06 15:15:18
724,20,2016-11-06 15:32:12
725,40,2016-11-06 15:42:40
726,29,2016-11-06 15:44:21
727,92,2016-11-06 15:47:13
728,113,2016-11-06 15:50:44
729,101,2016-11-06 15:52:34
730,41,2016-11-06 15:56:59
732,51,2016-11-06 16:11:45
733,36,2016-11-06 16:15:53
734,10,2016-11-06 16:23:01
735,54,2016-11-06 16:29:15
736,51,2016-11-06 16:51:30
737,33,2016-11-06 17:15:54
738,95,2016-11-06 17:19:48
739,56,2016-11-07 08:13:03
740,103,2016-11-07 09:04:36
741,45,2016-11-07 09:14:07
742,20,2016-11-07 09:16:13
743,54,2016-11-07 09:29:14
744,105,2016-11-07 09:31:03
745,82,2016-11-07 09:34:03
746,16,2016-11-07 09:50:01
747,53,2016-11-07 09:52:43
748,60,2016-11-07 09:57:09
749,57,2016-11-07 10:04:23
750,96,2016-11-07 10:14:15
751,34,2016-11-07 10:25:13
752,93,2016-11-07 10:29:47
753,115,2016-11-07 10:30:06
754,115,2016-11-07 10:34:25
755,42,2016-11-07 10:40:42
756,80,2016-11-07 10:43:30
757,85,2016-11-07 10:45:13
758,63,2016-11-07 10:49:31
759,2,2016-11-07 10:57:41
760,5,2016-11-07 10:59:55
761,56,2016-11-07 11:00:44
762,26,2016-11-07 11:06:44
763,116,2016-11-07 11:14:01
764,69,2016-11-07 11:17:55
765,27,2016-11-07 11:22:48
766,13,2016-11-07 11:24:12
767,63,2016-11-07 11:28:29
768,24,2016-11-07 11:29:47
769,100,2016-11-07 11:31:35
770,30,2016-11-07 11:33:55
771,36,2016-11-07 11:34:39
772,54,2016-11-07 11:40:01
773,9,2016-11-07 11:44:36
774,6,2016-11-07 11:59:40
775,118,2016-11-07 12:04:33
776,9,2016-11-07 12:16:19
777,80,2016-11-07 12:18:13
778,34,2016-11-07 12:19:39
779,50,2016-11-07 12:37:54
780,83,2016-11-07 12:44:18
781,107,2016-11-07 12:52:52
782,106,2016-11-07 13:00:03
783,119,2016-11-07 13:01:39
784,24,2016-11-07 13:09:02
785,111,2016-11-07 13:12:51
786,106,2016-11-07 13:28:28
787,10,2016-11-07 13:36:49
788,41,2016-11-07 13:42:36
789,82,2016-11-07 13:45:52
790,40,2016-11-07 13:57:34
791,77,2016-11-07 14:00:32
792,42,2016-11-07 14:08:35
793,71,2016-11-07 14:15:29
794,22,2016-11-07 14:19:36
795,79,2016-11-07 14:30:37
796,112,2016-11-07 14:35:18
797,26,2016-11-07 14:36:10
798,72,2016-11-07 14:37:40
799,23,2016-11-07 14:40:37
800,99,2016-11-07 14:41:38
802,63,2016-11-07 14:54:34
803,40,2016-11-07 15:08:12
804,116,2016-11-07 15:08:55
805,20,2016-11-07 15:11:04
806,13,2016-11-07 15:29:01
807,85,2016-11-07 15:40:48
808,15,2016-11-07 15:55:35
809,17,2016-11-07 16:01:38
810,117,2016-11-07 16:33:17
811,102,2016-11-07 16:40:12
812,73,2016-11-07 17:04:07
813,113,2016-11-07 17:18:06
814,113,2016-11-07 18:28:32
815,53,2016-11-08 08:17:58
816,24,2016-11-08 08:37:02
817,102,2016-11-08 09:07:18
818,24,2016-11-08 09:08:37
819,58,2016-11-08 09:15:49
820,108,2016-11-08 09:21:52
821,76,2016-11-08 09:23:54
822,72,2016-11-08 09:47:08
824,115,2016-11-08 09:55:36
825,40,2016-11-08 10:07:31
826,8,2016-11-08 10:09:35
828,21,2016-11-08 10:31:58
829,119,2016-11-08 10:39:29
830,63,2016-11-08 10:43:03
831,7,2016-11-08 10:45:21
832,40,2016-11-08 10:50:47
833,107,2016-11-08 10:59:58
834,103,2016-11-08 11:02:32
835,114,2016-11-08 11:09:29
836,8,2016-11-08 11:11:42
837,44,2016-11-08 11:17:11
838,65,2016-11-08 11:19:09
839,86,2016-11-08 11:22:27
840,89,2016-11-08 11:26:43
841,67,2016-11-08 11:33:27
842,19,2016-11-08 11:35:23
