id,item_id,transaction_id
343,10,154
344,31,154
345,13,155
346,9,155
347,34,155
348,10,156
349,9,156
350,10,157
351,4,157
352,10,158
353,9,158
354,4,159
355,6,159
356,8,159
357,17,160
358,9,160
359,13,161
360,9,162
361,10,163
362,20,163
363,10,164
364,9,164
365,13,165
366,10,166
367,9,166
368,34,167
369,24,167
370,4,167
371,17,167
372,13,168
373,10,168
374,17,169
375,10,170
376,25,171
377,13,171
378,4,172
379,10,172
380,4,173
381,9,173
382,10,174
383,4,175
384,8,176
385,10,176
386,10,178
387,11,178
388,10,179
389,11,179
390,7,180
391,13,180
392,13,181
393,13,181
394,11,182
395,11,182
396,21,182
397,11,183
398,18,184
399,14,184
400,13,184
401,13,185
402,22,185
403,13,186
404,11,186
405,4,187
406,10,188
407,4,189
408,10,189
409,10,190
410,11,190
411,11,190
412,25,191
413,13,191
414,14,192
415,4,192
416,10,193
417,4,194
418,4,194
419,4,195
420,14,195
421,5,195
422,4,196
423,28,196
424,8,196
425,10,197
426,10,197
427,13,197
428,10,198
429,8,198
430,10,199
431,4,200
432,14,201
433,10,201
434,11,201
435,10,202
436,10,202
437,10,203
438,5,204
439,4,204
440,10,205
441,10,205
442,11,205
443,5,206
444,10,206
445,11,206
446,24,207
447,10,207
448,9,207
449,4,208
450,10,209
451,5,210
452,25,211
453,10,211
454,10,212
455,8,212
456,15,212
457,4,213
458,4,214
459,13,214
460,13,214
461,11,215
462,10,215
463,15,216
464,10,216
465,4,217
466,8,217
467,34,218
468,15,219
469,4,220
470,11,220
471,4,221
472,5,221
473,5,222
474,35,223
475,10,223
476,10,224
477,10,225
478,31,225
479,25,225
480,28,226
481,13,227
482,34,227
483,25,227
484,10,228
485,24,229
486,4,229
487,35,230
488,28,231
489,13,232
490,13,232
491,4,232
492,10,233
493,13,233
494,4,233
495,25,233
496,10,234
497,10,234
498,5,235
499,19,236
500,10,237
501,34,237
502,13,238
503,4,238
504,8,238
505,11,238
506,9,239
507,5,240
508,7,241
509,13,241
510,20,242
511,13,242
512,35,242
513,28,243
514,9,243
515,10,243
516,25,243
517,6,244
518,28,244
519,10,244
520,28,245
521,8,245
522,13,246
523,4,246
524,35,247
525,10,247
526,10,247
527,10,247
528,20,247
529,10,248
530,13,248
531,25,248
532,6,249
533,8,250
534,10,251
535,12,251
536,4,252
537,36,252
538,5,253
539,12,254
540,10,255
541,10,255
542,11,255
543,10,256
544,4,256
545,4,257
546,10,257
547,11,257
548,14,257
549,10,258
550,11,258
551,11,259
552,10,260
553,10,261
554,10,262
555,6,262
556,11,262
557,31,263
558,10,264
559,7,264
560,13,265
561,14,266
562,4,266
563,11,266
564,10,267
565,35,267
566,18,267
567,13,268
568,11,268
569,4,269
570,10,270
571,7,270
572,10,271
573,13,271
574,10,271
575,11,271
576,18,272
577,10,274
578,14,274
579,4,274
580,11,274
581,18,275
582,10,276
583,10,276
584,11,276
585,18,277
586,10,278
587,11,278
588,14,279
589,10,279
590,10,280
591,11,280
592,4,281
593,4,281
594,4,282
595,10,282
596,11,282
597,11,283
598,10,283
599,10,284
600,18,284
601,18,285
602,18,285
603,11,285
604,4,286
605,20,286
606,35,286
607,10,287
608,11,287
609,4,288
610,35,288
611,4,289
612,10,290
613,8,290
614,10,291
615,8,292
616,24,293
617,10,294
618,7,295
619,15,295
620,4,295
621,18,296
622,5,296
623,24,297
624,10,297
625,9,297
626,5,297
627,15,298
628,26,298
629,14,298
630,10,298
631,31,298
632,4,299
633,5,300
634,18,300
635,35,300
636,10,300
637,10,300
638,20,301
639,17,301
640,25,301
641,25,302
642,13,302
643,20,303
644,13,303
645,8,303
646,25,303
647,24,304
648,13,304
649,19,305
650,10,306
651,17,306
652,20,306
653,25,306
654,24,307
655,24,308
656,27,308
657,24,309
658,13,309
659,10,310
660,34,310
661,34,310
662,8,311
663,18,311
664,25,312
665,13,312
666,20,312
667,25,313
668,10,314
669,4,316
670,8,317
671,13,317
672,25,318
673,24,318
674,4,318
675,10,319
676,10,320
677,10,321
678,13,321
679,4,322
680,13,323
681,10,324
682,13,324
683,10,325
684,19,326
685,13,327
686,25,328
687,13,328
688,20,329
689,35,330
690,4,331
691,10,332
692,35,332
693,20,333
694,35,333
695,8,333
696,26,333
697,17,333
698,10,334
699,35,334
700,19,335
701,29,336
702,20,336
703,10,337
704,17,337
705,35,337
706,29,338
707,10,338
708,35,339
709,10,340
710,4,340
711,12,341
712,12,341
713,12,342
714,4,342
715,18,343
716,10,344
717,11,344
718,18,345
719,14,346
720,10,346
721,10,346
722,11,346
723,11,346
724,10,346
725,12,347
726,4,348
727,14,348
728,13,348
729,34,348
730,4,349
731,7,350
732,10,350
733,18,350
734,33,351
735,4,352
736,15,353
737,11,353
738,4,353
739,32,353
740,18,354
741,11,354
742,4,355
743,11,355
744,11,356
745,4,356
746,7,357
747,10,357
748,18,358
749,4,359
750,11,359
751,10,360
752,13,360
753,4,360
754,7,361
755,11,363
756,12,363
757,12,363
758,10,364
759,13,365
760,4,366
761,4,367
762,11,367
763,11,368
764,18,369
765,13,370
766,10,371
767,37,371
768,35,371
769,19,371
770,4,372
771,19,372
772,8,372
773,10,373
774,4,374
775,10,375
776,10,375
777,7,375
778,11,375
779,25,376
780,10,376
781,27,377
782,25,377
783,24,377
784,11,377
785,11,378
786,4,378
787,11,379
788,12,379
789,14,380
790,13,380
791,10,380
792,4,381
793,8,381
794,10,382
795,10,382
796,4,382
797,24,382
798,26,382
799,34,382
800,33,382
801,10,383
802,10,384
803,34,384
804,37,384
805,37,385
806,8,385
807,10,386
808,10,387
809,14,387
810,34,388
811,14,388
812,4,388
813,10,388
814,10,389
815,6,389
816,13,390
817,14,390
818,34,391
819,10,391
820,37,391
821,37,392
822,11,392
823,33,392
824,18,392
825,28,393
826,33,393
827,25,394
828,24,394
829,17,394
830,24,395
831,24,396
832,10,397
833,10,397
834,11,397
835,10,398
836,13,399
837,28,399
838,10,400
839,25,400
840,4,401
841,33,401
842,19,401
843,6,402
844,10,402
845,35,402
846,37,403
847,11,403
848,28,403
849,12,404
850,35,404
851,38,404
852,38,405
853,35,405
854,4,406
855,28,406
856,28,407
857,10,407
858,4,408
859,34,409
860,4,410
861,10,410
862,35,410
863,12,410
864,10,411
865,4,412
866,35,412
867,13,413
868,10,413
869,4,414
870,38,415
871,18,416
872,19,417
873,10,418
874,10,419
875,35,419
876,20,419
877,21,419
878,37,419
879,35,420
880,35,421
881,37,421
882,8,421
883,4,421
884,20,421
885,28,422
886,8,422
887,26,423
888,10,424
889,18,425
890,13,426
891,10,427
892,33,428
893,18,428
894,38,429
895,20,430
896,32,430
897,21,430
898,8,430
899,4,431
900,6,432
901,10,433
902,10,435
903,10,436
904,12,437
905,4,438
906,13,438
907,7,438
908,18,439
909,4,440
910,10,441
911,14,441
912,12,442
913,10,442
914,4,443
915,12,444
916,11,444
917,12,444
918,10,445
919,10,445
920,7,445
921,4,446
922,10,446
923,10,447
924,10,447
925,4,448
926,6,449
927,4,450
928,12,450
929,4,451
930,7,451
931,7,452
932,4,452
933,10,453
934,4,453
935,4,454
936,18,454
937,4,455
938,10,455
939,10,455
940,13,456
941,11,456
942,10,457
943,10,457
944,4,458
945,11,459
946,37,459
947,18,460
948,10,461
949,13,462
950,10,462
951,39,462
952,8,462
953,13,463
954,4,464
955,37,465
956,4,466
957,10,466
958,4,467
959,10,468
960,13,469
961,13,469
962,13,470
963,10,471
964,10,471
965,4,473
966,10,473
967,4,474
968,4,474
969,4,475
970,40,475
971,10,476
972,14,476
973,37,476
974,10,477
975,10,478
976,37,478
977,17,479
978,10,479
979,10,479
980,15,479
981,14,479
982,37,480
983,10,480
984,37,481
985,20,481
986,10,482
987,10,482
988,4,482
989,13,482
990,35,482
991,12,482
992,11,482
993,7,482
994,4,483
995,19,484
996,19,484
997,10,485
998,26,485
999,11,486
1000,4,486
1001,25,487
1002,5,487
1003,10,487
1004,17,487
1005,20,488
1006,17,488
1007,34,488
1008,26,488
1009,4,489
1010,14,489
1011,14,489
1012,11,489
1013,4,489
1014,24,490
1015,24,490
1016,10,490
1017,10,490
1018,4,491
1019,24,491
1020,10,491
1021,17,491
1022,10,492
1023,15,492
1024,34,492
1025,37,492
1026,10,493
1027,37,493
1028,35,494
1029,10,494
1030,15,494
1031,29,495
1032,10,495
1033,10,497
1034,6,497
1035,25,498
1036,7,498
1037,10,498
1038,10,498
1039,17,499
1040,37,499
1041,5,500
1042,10,500
1043,5,501
1044,10,501
1045,10,502
1046,10,502
1047,10,503
1048,10,503
1049,6,503
1050,37,503
1051,24,503
1052,13,504
1053,28,504
1054,12,505
1055,35,506
1056,13,506
1057,10,506
1058,10,507
1059,20,507
1060,37,507
1061,35,507
1062,10,508
1063,34,508
1064,4,509
1065,25,509
1066,25,510
1067,4,510
1068,4,511
1069,13,512
1070,37,512
1071,8,512
1072,10,513
1073,4,513
1074,37,513
1075,37,514
1076,8,515
1077,4,515
1078,7,515
1079,10,516
1080,13,517
1081,37,517
1082,13,517
1083,35,518
1084,12,518
1085,5,518
1086,6,519
1087,10,519
1088,35,519
1089,8,519
1090,37,520
1091,19,521
1092,13,522
1093,37,522
1094,38,523
1095,19,523
1096,4,524
1097,5,524
1098,19,524
1099,41,524
1100,11,524
1101,10,524
1102,4,525
1103,19,525
1104,6,526
1105,10,526
1106,14,526
1107,12,526
1108,12,526
1109,4,527
1110,4,528
1111,12,528
1112,4,529
1113,10,529
1114,12,529
1115,7,529
1116,7,530
1117,10,530
1118,37,530
1119,4,531
1120,10,531
1121,7,531
1122,5,532
1123,10,533
1124,8,533
1125,10,534
1126,10,534
1127,5,534
1128,4,535
1129,4,536
1130,14,537
1131,7,537
1132,37,537
1133,10,537
1134,10,537
1135,10,538
1136,37,539
1137,6,539
1138,4,540
1139,4,541
1140,4,541
1141,12,541
1142,10,542
1143,6,542
1144,37,542
1145,5,543
1146,14,544
1147,16,544
1148,4,544
1149,10,545
1150,4,545
1151,37,545
1152,28,546
1153,19,546
1154,10,547
1155,6,547
1156,10,547
1157,16,547
1158,5,548
1159,5,549
1160,10,550
1161,4,550
1162,10,550
1163,28,550
1164,12,550
1165,10,551
1166,10,551
1167,12,551
1168,4,552
1169,11,552
1170,4,553
1171,37,553
1172,12,554
1173,18,554
1174,4,555
1175,12,555
1176,37,556
1177,12,556
1178,6,556
1179,27,556
1180,10,556
1181,4,557
1182,13,557
1183,10,557
1184,37,557
1185,12,557
1186,12,558
1187,12,558
1188,8,558
1189,10,559
1190,12,559
1191,4,560
1192,19,560
1193,10,562
1194,13,562
1195,10,563
1196,8,563
1197,11,564
1198,4,564
1199,37,564
1200,4,565
1201,10,565
1202,4,565
1203,14,566
1204,10,566
1205,10,566
1206,13,566
1207,4,567
1208,12,568
1209,10,568
1210,32,569
1211,10,569
1212,37,569
1213,10,570
1214,19,570
1215,10,571
1216,10,572
1217,16,572
1218,18,573
1219,18,574
1220,10,575
1221,37,575
1222,5,576
1223,37,576
1224,32,576
1225,14,577
1226,15,577
1227,10,577
1228,6,577
1229,37,577
1230,37,578
1231,4,578
1232,6,578
1233,7,579
1234,19,579
1235,10,580
1236,19,581
1237,29,583
1238,24,583
1239,10,583
1240,13,583
1241,28,583
1242,10,584
1243,5,585
1244,28,586
1245,22,586
1246,5,586
1247,13,587
1248,28,587
1249,10,588
1250,10,588
1251,10,589
1252,10,589
1253,4,590
1254,23,591
1255,10,592
1256,10,592
1257,32,592
1258,37,592
1259,33,593
1260,42,593
1261,14,594
1262,13,594
1263,10,594
1264,10,594
1265,14,594
1266,6,595
1267,24,595
1268,26,595
1269,37,595
1270,23,596
1271,10,596
1272,4,597
1273,37,597
1274,23,598
1275,5,599
1276,4,600
1277,18,601
1278,26,602
1279,7,602
1280,25,602
1281,37,602
1282,24,603
1283,10,603
1284,13,603
1285,4,604
1286,4,605
1287,23,605
1288,5,606
1289,14,608
1290,15,608
1291,6,608
1292,10,608
1293,10,609
1294,29,609
1295,23,610
1296,10,610
1297,5,611
1298,24,612
1299,10,612
1300,17,612
1301,5,613
1302,4,615
1303,10,615
1304,24,616
1305,25,616
1306,4,616
1307,10,616
1308,37,617
1309,28,617
1310,13,617
1311,29,618
1312,10,618
1313,10,620
1314,13,620
1315,37,620
1316,25,620
1317,28,621
1318,6,622
1319,10,622
1320,28,622
1321,24,623
1322,10,623
1323,10,624
1324,23,625
1325,10,625
1326,37,625
1327,34,626
1328,23,626
1329,31,626
1330,17,626
1331,37,626
1332,41,627
1333,5,627
1334,10,628
1335,31,628
1336,10,628
1337,13,629
1338,13,629
1339,37,629
1340,28,629
1341,19,630
1342,10,631
1343,37,632
1344,28,633
1345,13,634
1346,10,635
1347,10,635
1348,10,635
1349,25,635
1350,34,635
1351,28,635
1352,10,636
1353,4,636
1354,37,636
1355,4,637
1356,10,637
1357,37,637
1358,10,638
1359,4,638
1360,37,638
1361,37,639
1362,10,639
1363,10,640
1364,25,640
1365,37,640
1366,19,641
1367,4,642
1368,33,642
1369,4,643
1370,18,643
1371,7,643
1372,6,644
1373,37,644
1374,6,645
1375,10,646
1376,37,646
1377,12,647
1378,11,647
1379,4,648
1380,10,650
1381,11,650
1382,4,650
1383,14,651
1384,10,651
1385,17,651
1386,11,652
1387,4,652
1388,6,652
1389,4,653
1390,4,654
1391,7,655
1392,10,655
1393,10,655
1394,4,655
1395,14,656
1396,10,656
1397,10,656
1398,11,656
1399,14,657
1400,12,657
1401,10,657
1402,10,657
1403,33,657
1404,24,657
1405,4,658
1406,18,658
1407,10,658
1408,7,658
1409,18,659
1410,10,660
1411,13,660
1412,11,660
1413,12,660
1414,11,661
1415,12,661
1416,10,661
1417,10,662
1418,6,662
1419,16,662
1420,18,662
1421,11,663
1422,18,663
1423,6,664
1424,10,664
1425,32,664
1426,11,665
1427,12,665
1428,9,665
1429,18,666
1430,9,667
1431,11,667
1432,33,667
1433,10,668
1434,13,668
1435,4,669
1436,33,670
1437,10,671
1438,6,671
1439,11,671
1440,7,671
1441,4,672
1442,10,673
1443,11,673
1444,4,673
1445,13,674
1446,14,674
1447,6,675
1448,10,675
1449,17,675
1450,10,676
1451,10,676
1452,10,677
1453,14,678
1454,7,678
1455,10,678
1456,10,678
1457,9,680
1458,4,681
1459,4,682
1460,4,683
1461,14,684
1462,9,684
1463,6,684
1464,10,684
1465,9,685
1466,19,685
1467,4,686
1468,4,687
1469,18,688
1470,10,689
1471,9,689
1472,33,690
1473,4,691
1474,13,691
1475,10,692
1476,6,692
1477,10,693
1478,15,693
1479,10,693
1480,26,693
1481,7,693
1482,7,695
1483,15,696
1484,4,697
1485,10,697
1486,10,698
1487,10,698
1488,17,698
1489,20,698
1490,15,698
1491,26,698
1492,4,699
1493,13,699
1494,20,699
1495,10,700
1496,10,700
1497,28,700
1498,18,701
1499,18,702
1500,28,703
1501,37,703
1502,10,703
1503,10,703
1504,33,704
1505,10,704
1506,13,705
1507,10,705
1508,9,705
1509,10,706
1510,13,707
1511,10,707
1512,24,708
1513,28,708
1514,10,708
1515,4,709
1516,13,709
1517,28,709
1518,29,710
1519,10,710
1520,6,711
1521,9,711
1522,10,712
1523,10,712
1524,25,712
1525,29,712
1526,7,713
1527,10,714
1528,35,714
1529,28,715
1530,6,715
1531,35,715
1532,6,716
1533,13,716
1534,9,716
1535,37,717
1536,28,718
1537,10,718
1538,22,719
1539,35,719
1540,13,719
1541,4,720
1542,15,721
1543,13,721
1544,15,721
1545,29,722
1546,13,722
1547,4,723
1548,19,723
1549,12,724
1550,15,724
1551,10,724
1552,11,725
1553,4,725
1554,11,726
1555,4,726
1556,10,727
1557,13,727
1558,35,727
1559,35,727
1560,35,728
1561,35,728
1562,10,728
1563,10,729
1564,35,729
1565,35,730
1566,11,730
1567,35,732
1568,11,733
1569,13,733
1570,35,733
1571,24,733
1572,13,734
1573,34,734
1574,43,735
1575,13,735
1576,35,736
1577,35,736
1578,13,736
1579,35,737
1580,11,738
1581,38,738
1582,10,739
1583,11,739
1584,18,740
1585,10,740
1586,4,741
1587,5,741
1588,12,741
1589,4,742
1590,11,743
1591,13,743
1592,35,743
1593,11,744
1594,10,744
1595,4,745
1596,11,745
1597,9,745
1598,18,745
1599,12,746
1600,13,746
1601,35,747
1602,34,748
1603,13,748
1604,13,749
1605,4,749
1606,4,750
1607,10,750
1608,11,750
1609,10,751
1610,10,751
1611,9,751
1612,35,751
1613,43,751
1614,10,752
1615,4,753
1616,10,754
1617,10,755
1618,4,756
1619,4,757
1620,11,757
1621,12,757
1622,13,757
1623,13,758
1624,4,758
1625,9,759
1626,10,760
1627,9,760
1628,10,761
1629,4,761
1630,11,761
1631,12,761
1632,10,762
1633,10,762
1634,9,762
1635,9,763
1636,6,763
1637,5,763
1638,4,763
1639,18,764
1640,9,765
1641,10,766
1642,4,767
1643,10,768
1644,10,768
1645,8,768
1646,10,769
1647,10,769
1648,9,770
1649,10,771
1650,13,771
1651,44,771
1652,10,772
1653,12,772
1654,4,773
1655,15,774
1656,5,774
1657,10,775
1658,13,775
1659,4,776
1660,10,777
1661,31,777
1662,10,778
1663,9,778
1664,10,779
1665,4,779
1666,10,779
1667,12,779
1668,9,779
1669,5,779
1670,4,780
1671,31,781
1672,4,782
1673,5,782
1674,10,783
1675,4,784
1676,5,785
1677,4,785
1678,19,786
1679,19,786
1680,25,787
1681,24,787
1682,10,787
1683,31,788
1684,14,789
1685,10,789
1686,8,789
1687,13,789
1688,11,790
1689,13,790
1690,10,790
1691,4,791
1692,10,792
1693,12,792
1694,10,793
1695,10,793
1696,9,793
1697,34,793
1698,25,793
1699,13,794
1700,10,794
1701,9,794
1702,35,795
1703,4,796
1704,10,797
1705,12,797
1706,10,798
1707,10,799
1708,12,800
1709,43,802
1710,4,802
1711,5,802
1712,10,803
1713,15,803
1714,13,804
1715,5,805
1716,9,806
1717,5,807
1718,4,807
1719,4,808
1720,10,809
1721,4,810
1722,4,811
1723,10,812
1724,10,812
1725,8,813
1726,5,813
1727,10,814
1728,4,814
1729,43,814
1730,12,814
1731,10,815
1732,11,815
1733,4,816
1734,11,817
1735,13,817
1736,10,818
1737,10,818
1738,11,818
1739,10,819
1740,4,819
1741,10,820
1742,44,820
1743,19,821
1744,14,822
1745,15,822
1746,10,822
1747,10,822
1748,6,824
1749,10,824
1750,11,824
1751,12,824
1752,35,825
1753,10,825
1754,10,826
1755,10,828
1756,10,828
1757,12,828
1758,31,829
1759,10,830
1760,10,830
1761,35,830
1762,9,831
1763,18,832
1764,37,832
1765,19,832
1766,10,833
1767,10,833
1768,13,834
1769,9,834
1770,18,834
1771,10,835
1772,11,835
1773,11,836
1774,37,836
1775,12,837
1776,10,838
1777,11,839
1778,10,839
1779,20,839
1780,10,840
1781,4,840
1782,13,841
1783,10,841
1784,13,842
1785,35,842
1786,35,843
1787,10,843
1788,5,844
1789,11,845
1790,12,845
1791,37,846
1792,18,847
1793,10,848
1794,8,848
1795,25,849
1796,45,850
1797,10,850
1798,10,850
1799,37,850
1800,10,851
1801,18,852
1802,25,853
1803,45,853
1804,35,853
1805,23,853
1806,34,854
1807,10,854
1808,13,855
1809,18,856
1810,5,857
1811,9,857
1812,18,858
1813,5,859
1814,25,860
1815,24,861
1816,13,861
1817,4,861
1818,6,862
1819,10,863
1820,34,863
1821,24,863
1822,37,864
1823,24,864
1824,34,864
1825,10,864
1826,12,865
1827,10,865
1828,10,866
1829,37,866
1830,25,866
1831,34,867
1832,34,867
1833,35,867
1834,35,867
1835,33,867
1836,18,868
1837,15,868
1838,4,869
1839,10,870
1840,6,871
1841,13,871
1842,9,871
1843,11,872
1844,10,873
1845,37,873
1846,24,873
1847,25,873
1848,46,873
1849,10,874
1850,35,875
1851,12,875
1852,5,875
1853,18,875
1854,25,876
1855,10,876
1856,13,877
1857,13,877
1858,10,878
1859,13,878
1860,8,878
1861,13,879
1862,9,879
1863,10,880
1864,10,880
1865,37,880
1866,10,881
1867,10,882
1868,10,883
1869,18,884
1870,10,885
1871,47,885
1872,10,886
1873,12,886
1874,6,887
1875,10,888
1876,6,888
1877,18,888
1878,11,889
1879,10,889
1880,4,890
1881,11,891
1882,10,891
1883,10,892
1884,10,892
1885,10,893
1886,11,893
1887,18,894
1888,4,895
1889,10,896
1890,6,896
1891,4,897
1892,10,898
1893,33,898
1894,10,898
1895,12,898
1896,4,898
1897,10,899
1898,4,900
1899,44,900
1900,4,901
1901,10,901
1902,4,902
1903,14,902
1904,4,903
1905,12,903
1906,10,904
1907,10,905
1908,10,905
1909,12,905
1910,10,906
1911,8,906
1912,15,906
1913,13,907
1914,4,907
1915,4,908
1916,44,908
1917,10,908
1918,10,909
1919,12,909
1920,10,910
1921,12,910
1922,13,911
1923,20,912
1924,31,912
1925,25,912
1926,4,913
1927,37,914
1928,37,915
1929,4,915
1930,10,915
1931,10,916
1932,11,916
1933,4,916
1934,24,916
1935,4,917
1936,10,917
1937,37,917
1938,10,918
1939,4,919
1940,8,919
1941,19,920
1942,36,920
1943,4,921
1944,4,922
1945,9,922
1946,25,923
1947,10,924
1948,47,924
1949,4,925
1950,15,925
1951,34,926
1952,10,926
1953,19,926
1954,7,926
1955,47,926
1956,47,927
1957,25,927
1958,10,927
1959,24,928
1960,4,928
1961,10,929
1962,10,929
1963,8,929
1964,10,930
1965,4,931
1966,10,932
1967,4,932
1968,25,932
1969,25,933
1970,13,933
1971,33,933
1972,10,934
1973,32,934
1974,8,934
1975,10,935
1976,10,935
1977,10,936
1978,34,936
1979,13,936
1980,5,937
1981,48,938
1982,10,939
1983,12,940
1984,10,940
1985,4,941
1986,4,942
1987,10,943
1988,11,943
1989,18,944
1990,12,945
1991,37,945
1992,4,946
1993,11,946
1994,37,946
1995,11,947
1996,4,947
1997,8,947
1998,4,948
1999,4,948
2000,8,949
2001,11,949
2002,10,949
2003,20,949
2004,11,950
2005,8,950
2006,10,950
2007,10,951
2008,12,951
2009,4,952
2010,15,953
2011,10,953
2012,10,954
2013,12,954
2014,4,955
2015,4,956
2016,10,956
2017,35,956
2018,8,956
2019,4,957
2020,10,957
2021,10,957
2022,4,958
2023,4,959
2024,10,959
2025,13,959
2026,44,959
2027,7,959
2028,8,959
2029,11,960
2030,10,960
2031,20,960
2032,12,961
2033,4,961
2034,33,961
2035,11,962
2036,12,962
2037,10,962
2038,10,963
2039,10,964
2040,10,965
2041,8,965
2042,49,965
2043,37,965
2044,4,965
2045,45,966
2046,13,966
2047,4,967
2048,10,968
2049,10,969
2050,8,969
2051,37,970
2052,4,971
2053,13,971
2054,43,971
2055,4,972
2056,6,972
2057,10,973
2058,8,973
2059,4,974
2060,15,975
2061,34,975
2062,13,975
2063,4,975
2064,25,976
2065,34,976
2066,4,976
2067,25,977
2068,4,977
2069,19,978
2070,10,979
2071,10,980
2072,43,980
2073,25,980
2074,4,981
2075,10,981
2076,37,981
2077,10,982
2078,27,982
2079,20,982
2080,25,982
2081,24,982
2082,35,983
2083,34,983
2084,6,983
2085,10,983
2086,5,983
2087,8,983
2088,13,984
2089,10,984
2090,4,985
2091,8,985
2092,35,986
2093,8,986
2094,4,986
2095,4,986
2096,13,987
2097,37,987
2098,13,988
2099,4,988
2100,10,989
2101,35,989
2102,4,990
2103,43,991
2104,10,991
2105,4,992
2106,10,993
2107,6,993
2108,10,994
2109,10,995
2110,37,995
2111,13,996
2112,6,996
2113,37,996
2114,49,996
2115,10,997
2116,44,997
2117,10,998
2118,35,999
2119,5,1000
2120,50,1000
2121,4,1001
2122,49,1001
2123,37,1002
2124,33,1002
2125,10,1003
2126,4,1003
2127,10,1004
2128,13,1004
2129,45,1004
2130,8,1004
2131,10,1005
2132,4,1006
2133,10,1007
2134,35,1007
2135,35,1007
2136,31,1007
